90,9663,35.02
5,9159,59.51
47,9572,97.09
35,3958,32.10
40,2718,54.38
82,8295,55.71
11,5988,93.68
43,3479,84.54
22,3799,84.35
39,3769,90.89
74,4396,38.39
54,1990,71.62
6,9165,35.93
68,3698,88.80
57,2886,48.15
95,3585,94.63
6,9056,97.57
70,1572,76.73
58,2857,19.14
20,9287,52.05
34,72,89.49
52,6037,61.03
93,5414,83.37
57,5533,92.47
1,1978,94.42
10,7256,55.33
34,3419,14.91
41,5787,29.75
8,9165,50.52
41,7957,39.15
77,511,94.82
25,3191,65.84
14,887,82.27
53,5389,79.78
1,6952,29.05
47,9049,62.92
23,8327,37.97
58,2451,35.81
57,4970,71.92
23,950,48.94
68,4815,67.47
68,6147,84.79
24,1961,54.35
96,7395,56.62
78,5369,69.06
82,4991,22.04
15,8901,32.26
87,5426,76.65
67,3974,71.56
52,7969,84.55
12,9393,34.92
58,1050,77.56
56,1141,11.39
37,7199,21.57
53,1842,86.65
5,9708,41.94
1,5981,75.24
54,7431,88.09
15,8059,81.52
15,3663,62.89
52,8983,78.38
72,1164,54.39
63,1996,2.74
19,3761,69.87
46,7691,65.62
75,3073,30.96
79,5095,33.73
5,8294,26.84
72,3279,72.12
51,6390,58.06
85,9111,85.51
90,8164,41.02
39,9046,46.89
92,9178,40.98
93,3109,89.34
61,1826,87.33
63,4234,0.27
8,1872,37.59
86,30,8.27
70,480,47.50
3,1618,18.91
53,4091,42.74
30,1726,0.19
58,7105,91.76
19,6228,40.49
91,3773,18.57
37,3228,65.64
10,9987,92.69
97,6351,32.16
34,9594,99.36
39,6328,43.73
51,9017,19.28
12,437,66.59
42,996,87.21
40,4402,1.00
2,7715,82.05
68,8556,84.70
6,5789,61.76
4,9119,91.30
14,9086,7.56
34,3385,24.25
53,7435,4.11
11,3796,96.00
19,8203,76.85
1,188,38.87
51,1545,46.66
90,893,96.80
24,3844,30.04
54,1040,59.73
56,8445,22.89
51,3083,24.68
69,4008,76.46
96,4934,91.63
56,3851,54.51
60,5886,2.35
8,269,39.00
31,1827,83.97
41,2972,39.00
55,8285,81.41
65,4451,40.51
21,4917,45.78
59,6367,50.84
66,6970,53.04
79,7174,12.28
18,242,29.59
18,4236,65.28
30,8572,60.57
61,7719,53.42
4,2048,26.74
34,8665,61.11
18,8872,50.22
66,7790,22.63
90,1814,51.82
53,7495,98.66
9,6874,79.56
37,6329,61.61
73,8489,7.08
50,2264,94.62
25,2709,46.58
59,2298,18.50
83,1666,53.91
76,2582,59.72
99,3216,80.91
19,1159,30.43
82,9177,50.22
75,8076,41.41
6,4779,99.65
12,9161,6.73
97,1700,19.01
99,9149,42.04
8,8076,30.95
70,1626,84.96
99,7058,36.24
14,8621,63.87
71,7727,51.66
94,3842,77.44
13,897,93.19
80,984,79.98
37,9603,14.83
19,3334,68.83
68,3227,89.86
73,8589,72.63
3,654,30.73
60,9006,85.26
73,1111,94.12
99,9076,57.77
85,98,94.28
0,5017,33.09
31,2974,87.78
16,2626,19.72
94,5038,72.14
24,3275,58.50
3,6933,34.81
73,902,84.64
14,460,98.85
95,5908,74.83
21,2471,29.91
27,2806,78.53
27,7798,34.08
25,8077,90.53
44,7366,66.54
29,6332,70.91
62,8315,99.35
75,4546,41.56
46,9334,6.18
31,8190,26.54
2,6849,1.71
22,7355,50.02
44,3538,66.60
74,9835,90.81
16,4395,96.89
8,7461,0.70
7,1515,24.53
81,1837,66.60
43,2662,44.63
32,8920,48.88
88,6886,25.08
77,1050,90.30
66,876,73.45
80,3565,61.50
31,6513,53.30
80,4461,20.48
71,1960,95.35
64,82,39.86
30,7456,43.57
46,4168,96.64
3,4096,36.44
72,3235,57.71
71,7879,21.21
65,1605,3.39
79,5471,21.98
40,8935,11.73
85,5740,6.03
3,100,38.19
38,1101,24.27
91,7008,28.94
93,9033,80.98
15,5538,32.73
44,5904,80.96
61,3069,17.84
0,2831,59.19
6,2478,28.15
25,9470,29.19
36,4715,54.95
54,421,66.05
16,3473,30.82
33,8876,72.86
77,9874,37.03
54,3765,33.21
66,5332,22.79
13,1188,42.04
10,5176,97.06
88,8802,88.23
37,9218,18.48
94,4270,41.08
90,3856,2.31
22,3188,45.54
93,2735,59.38
23,3680,79.34
25,2106,54.93
55,51,23.88
93,234,20.02
90,9795,72.15
7,6890,71.91
15,6338,19.93
2,1105,18.50
94,2445,5.90
37,165,24.82
10,5242,54.41
2,2277,29.72
14,2124,62.97
52,5896,74.87
29,6796,30.59
69,3282,7.69
86,2495,78.99
75,5289,73.94
88,9051,55.82
70,7135,27.38
73,1944,89.41
77,5769,85.55
83,2865,93.09
60,9935,35.40
96,7373,8.19
98,5532,74.82
81,2600,80.70
59,3101,1.64
0,310,65.51
73,9670,98.87
28,7176,90.91
8,7722,44.72
49,8395,64.27
72,2701,68.21
93,4385,32.27
65,6786,43.61
96,3555,38.41
96,815,83.47
38,5818,60.75
57,9208,59.44
40,3841,5.74
67,2138,35.49
66,3543,85.23
26,4093,45.23
61,3317,87.49
17,5112,43.11
17,1610,20.41
15,1398,79.16
34,1596,92.71
64,2656,46.31
83,1419,34.60
99,4692,62.79
19,6027,68.73
50,4845,52.93
20,2980,50.28
42,9006,86.90
96,8330,18.32
20,8311,70.42
4,7387,88.86
99,9398,19.43
38,1579,36.72
40,787,92.89
25,224,35.83
26,760,44.70
96,9136,55.71
30,2513,25.06
72,3743,0.46
84,9009,1.11
21,8944,8.95
0,1732,32.33
39,82,13.51
77,1756,38.16
49,34,63.48
11,454,54.33
13,8543,20.59
3,284,13.43
22,95,55.32
71,2580,23.78
45,9748,49.69
44,7772,93.51
30,4796,80.10
33,7367,96.63
45,6832,28.60
89,5030,29.20
52,6122,79.50
15,4015,49.45
44,2232,59.90
26,4417,41.60
81,7872,77.16
5,8233,76.63
55,8991,57.13
74,3491,49.88
20,7308,41.22
37,529,81.75
35,276,11.03
73,7130,63.05
42,9963,80.36
12,4076,50.90
18,6719,38.46
50,2883,5.50
6,3687,43.72
89,1255,43.18
79,4052,92.46
60,8108,31.57
42,3362,72.51
46,8513,25.70
94,5284,39.92
81,1716,39.92
91,1907,24.06
41,1258,39.99
73,8478,9.53
54,5644,95.03
34,6842,36.36
53,9341,48.86
48,1676,82.57
14,4270,61.82
18,4328,70.77
43,3205,58.77
81,5125,62.56
42,4337,87.39
15,6790,59.47
76,4415,84.08
99,8913,98.12
28,3354,84.11
33,9390,66.67
67,6460,28.06
83,2955,53.80
83,3730,61.26
73,9962,42.09
54,1606,0.26
21,7735,73.26
88,2675,10.64
75,6264,83.77
66,5900,0.17
58,1057,24.65
93,6822,63.24
10,3049,73.46
62,2203,54.40
37,3012,35.58
84,5833,8.63
56,6226,68.45
53,6426,9.40
46,9159,24.85
85,1870,58.97
75,3107,93.10
42,5893,19.25
61,8894,11.75
85,2738,86.54
16,476,13.95
91,185,47.67
41,8371,90.28
1,5354,76.86
41,6753,27.14
55,3426,20.45
84,294,10.72
36,3377,77.66
25,8745,27.45
88,2411,39.94
91,4056,39.67
36,9816,71.87
93,7498,20.26
51,63,48.77
11,4529,25.68
40,1032,33.77
43,5813,13.54
37,7684,34.23
57,3844,22.66
88,8830,16.71
49,9059,21.27
72,5768,58.00
66,5709,41.87
1,9244,50.82
25,3889,99.16
63,3530,83.52
12,2932,1.02
17,3496,68.60
67,4046,41.73
24,3987,57.90
72,5415,82.90
43,4695,27.80
1,5562,15.32
76,8032,97.91
11,548,93.50
64,7215,72.96
93,993,79.03
12,594,87.66
57,8953,24.41
26,5083,21.53
73,5108,67.18
50,3600,5.70
9,5768,45.04
34,7860,23.47
51,6112,45.51
54,183,26.98
36,9874,3.81
77,3103,72.17
55,6067,47.05
42,6289,82.45
1,1334,89.68
2,6161,23.71
98,965,71.58
62,7798,83.89
14,2389,23.79
40,5553,2.96
64,1521,90.44
46,7755,88.09
55,9368,69.93
26,7312,12.79
14,2015,11.78
21,6309,96.60
97,642,37.78
96,5863,99.84
2,3729,15.44
22,4129,41.49
34,4323,7.84
47,5215,50.69
37,7173,61.99
99,7631,87.87
68,3876,25.16
15,8875,2.10
65,8874,94.20
99,9332,72.35
12,4639,15.02
38,6474,44.21
77,6158,80.50
38,2780,42.86
21,7466,59.96
29,3544,34.75
1,161,36.77
41,8217,51.97
25,7950,59.67
5,1301,59.27
92,5316,48.39
43,5421,69.28
23,6583,42.74
87,8111,44.46
93,69,32.57
78,5037,94.49
3,6372,82.04
73,1678,35.38
77,411,72.73
63,3511,91.51
29,3511,71.41
88,3896,2.63
72,6539,69.01
84,4534,34.23
13,105,73.70
67,3866,97.99
7,1644,8.79
29,8910,32.69
29,207,79.43
11,6564,15.24
83,4285,10.40
29,3302,71.61
90,3465,78.04
3,94,92.10
10,7662,46.16
98,3886,65.35
64,2860,69.77
56,747,13.16
94,9175,57.78
11,458,8.24
70,9727,12.24
54,826,58.90
68,1848,97.01
70,1782,49.38
17,6060,43.30
80,5047,46.66
66,7131,47.60
72,4846,9.97
50,3796,3.57
2,8168,79.43
4,2637,24.53
70,2770,79.53
81,7162,12.72
37,5738,12.46
14,2621,32.52
17,9070,53.54
77,3378,14.91
2,8178,73.64
33,2487,93.08
71,9404,57.61
24,3673,65.18
93,3480,78.56
4,7412,87.10
0,4245,62.78
3,5034,99.83
22,5086,86.19
17,2249,99.60
82,5357,32.99
20,2537,25.00
13,212,31.19
64,4863,87.89
75,3474,13.57
79,3403,79.54
50,5066,22.60
39,6953,84.44
8,1702,30.31
23,9210,12.14
39,3373,80.16
50,2960,75.30
53,4114,89.44
45,8893,92.21
84,9756,96.02
1,1831,11.56
51,4870,32.70
46,690,37.29
97,8260,15.81
69,2373,57.62
41,8233,62.94
38,4614,11.40
63,3580,25.33
34,528,2.20
69,9066,54.89
63,5328,83.44
63,7611,31.25
6,6322,85.29
52,660,27.84
26,90,54.15
50,9135,15.55
88,2061,30.03
37,3000,27.82
72,8964,73.79
49,2608,11.63
67,2815,8.93
29,3047,25.94
60,5727,27.44
5,651,20.37
23,7291,83.63
72,6492,72.27
76,8835,11.20
9,1370,13.54
34,2994,62.65
49,40,54.14
49,5146,52.58
88,5265,91.30
9,2646,45.01
69,8157,88.39
17,8168,0.59
46,2826,51.77
33,1530,8.99
93,5427,50.38
8,8928,52.45
96,5810,59.82
72,7251,32.37
65,2733,37.53
52,9074,96.30
94,5423,77.77
19,4053,12.76
18,5904,14.89
60,9709,72.22
54,1138,80.20
55,5101,27.66
14,1849,17.59
10,2249,33.65
5,1647,81.80
52,525,51.46
2,1565,26.12
28,284,85.54
35,132,86.36
30,8896,22.16
16,5960,72.65
18,3450,20.25
50,1316,38.27
29,7641,91.38
51,8902,66.08
41,7766,67.66
5,2441,88.12
33,4759,89.42
8,6873,38.29
23,7702,20.40
60,1261,24.44
36,3321,66.97
31,8219,25.48
27,5312,24.34
25,4657,8.23
4,2218,42.68
73,7661,56.31
56,683,33.83
34,1341,81.20
82,9008,53.62
57,7971,86.07
98,1915,92.03
58,2194,17.73
54,1179,2.32
68,9693,43.43
17,8706,68.54
34,3816,69.98
33,8517,30.43
18,4584,2.44
89,4345,16.82
51,6267,39.64
17,7158,42.08
41,1371,34.06
69,2762,14.08
39,4699,64.82
10,2476,12.44
4,9107,75.20
45,5182,11.26
67,9276,79.60
70,2987,99.13
14,6891,26.94
11,4298,18.74
92,9073,59.74
98,356,52.15
93,2786,57.02
92,7939,47.05
28,3885,82.62
25,8135,68.00
40,2817,56.17
73,8694,1.54
68,5570,75.22
83,99,81.80
29,9403,51.80
79,3840,82.45
57,3924,63.37
68,3991,72.79
18,7612,11.02
70,8688,87.17
39,802,91.00
53,9241,88.82
46,9324,16.28
47,6633,77.21
90,2733,12.10
60,9143,26.90
42,6476,92.49
93,4904,3.41
8,9293,55.74
41,1041,55.29
77,2604,85.42
8,3444,64.09
45,4722,28.97
32,1399,65.22
4,9242,4.52
77,2534,19.85
6,8756,7.09
39,9419,25.10
9,7235,41.11
13,2038,56.84
15,5529,54.22
16,8993,29.35
62,9517,78.18
4,5824,1.09
38,6126,76.76
8,5544,54.24
16,1370,34.54
30,7481,52.30
34,9090,91.97
86,4751,18.14
98,5049,57.14
89,9733,6.63
19,1376,55.34
